"data_id","language","form","age","gender","mom_ed","comprehension","production"
33081,"Russian","WG",17,"Female",NA,161,18
33082,"Russian","WG",17,"Male",NA,321,17
33083,"Russian","WG",17,"Male",NA,296,19
33084,"Russian","WG",17,"Male",NA,327,13
33085,"Russian","WG",17,"Female",NA,203,15
33086,"Russian","WG",17,"Male",NA,236,39
33087,"Russian","WG",17,"Female",NA,391,14
33088,"Russian","WG",18,"Male",NA,308,70
33089,"Russian","WG",18,"Female",NA,263,106
33090,"Russian","WG",18,"Female",NA,122,43
33091,"Russian","WG",18,"Male",NA,312,44
33092,"Russian","WG",18,"Female",NA,281,42
33093,"Russian","WG",18,"Male",NA,294,25
33094,"Russian","WG",18,"Female",NA,322,17
33095,"Russian","WG",18,"Male",NA,63,9
33096,"Russian","WG",18,"Male",NA,229,134
33097,"Russian","WG",18,"Male",NA,290,28
33098,"Russian","WG",18,"Female",NA,349,21
33099,"Russian","WG",18,"Male",NA,318,69
33100,"Russian","WG",18,"Male",NA,225,80
33101,"Russian","WG",18,"Female",NA,312,23
33102,"Russian","WG",18,"Male",NA,325,18
33103,"Russian","WG",18,"Female",NA,333,26
33104,"Russian","WG",18,"Male",NA,288,28
33105,"Russian","WG",18,"Male",NA,337,27
33106,"Russian","WG",18,"Male",NA,349,21
33107,"Russian","WG",18,"Male",NA,283,173
33108,"Russian","WG",18,"Female",NA,290,52
33109,"Russian","WG",18,"Male",NA,255,109
33110,"Russian","WG",18,"Male",NA,254,107
33111,"Russian","WG",18,"Male",NA,330,42
33112,"Russian","WG",18,"Female",NA,230,177
33113,"Russian","WG",18,"Female",NA,395,118
33114,"Russian","WG",18,"Male",NA,339,44
33115,"Russian","WG",18,"Male",NA,296,112
33116,"Russian","WG",18,"Male",NA,273,2
33117,"Russian","WG",18,"Male",NA,346,41
33118,"Russian","WG",18,"Male",NA,321,79
33119,"Russian","WG",18,"Female",NA,248,15
33120,"Russian","WG",18,"Male",NA,363,66
33121,"Russian","WG",18,"Male",NA,336,83
33122,"Russian","WG",18,"Male",NA,307,103
33123,"Russian","WG",18,"Male",NA,420,222
33124,"Russian","WG",18,"Female",NA,247,46
33125,"Russian","WG",18,"Female",NA,235,207
33126,"Russian","WG",18,"Female",NA,354,29
33127,"Russian","WG",18,"Female",NA,208,67
33128,"Russian","WG",18,"Male",NA,270,16
33129,"Russian","WG",18,"Female",NA,291,14
33130,"Russian","WG",18,"Female",NA,162,59
33131,"Russian","WG",18,"Male",NA,227,92
33132,"Russian","WG",18,"Female",NA,358,222
33133,"Russian","WG",18,"Male",NA,234,9
33134,"Russian","WG",18,"Male",NA,201,6
33135,"Russian","WG",18,"Female",NA,317,30
33136,"Russian","WG",18,"Female",NA,399,37
33137,"Russian","WG",18,"Female",NA,368,64
33138,"Russian","WG",18,"Male",NA,292,17
33139,"Russian","WG",18,"Female",NA,341,27
33140,"Russian","WG",18,"Male",NA,293,56
33141,"Russian","WG",18,"Female",NA,302,28
33142,"Russian","WG",18,"Female",NA,301,42
33143,"Russian","WG",18,"Male",NA,356,165
33144,"Russian","WG",18,"Male",NA,364,47
33145,"Russian","WG",18,"Male",NA,389,218
33146,"Russian","WG",18,"Male",NA,272,23
33147,"Russian","WG",18,"Male",NA,258,60
33148,"Russian","WG",18,"Male",NA,320,42
33149,"Russian","WG",18,"Male",NA,346,66
33150,"Russian","WG",18,"Male",NA,328,24
33151,"Russian","WS",18,"Female",NA,257,257
33152,"Russian","WS",18,"Male",NA,213,213
33153,"Russian","WS",18,"Female",NA,106,106
33154,"Russian","WS",18,"Male",NA,157,157
33155,"Russian","WS",18,"Male",NA,46,46
33156,"Russian","WS",18,"Female",NA,32,32
33157,"Russian","WS",18,"Male",NA,18,18
33158,"Russian","WS",18,"Male",NA,10,10
33159,"Russian","WS",18,"Female",NA,70,70
33160,"Russian","WS",18,"Female",NA,74,74
33161,"Russian","WS",18,"Male",NA,14,14
33162,"Russian","WS",18,"Female",NA,128,128
33163,"Russian","WS",18,"Female",NA,33,33
33164,"Russian","WS",18,"Female",NA,75,75
33165,"Russian","WS",18,"Male",NA,61,61
33166,"Russian","WS",18,"Female",NA,127,127
33167,"Russian","WS",18,"Male",NA,16,16
33168,"Russian","WS",18,"Female",NA,120,120
33169,"Russian","WS",18,"Female",NA,144,144
33170,"Russian","WS",18,"Female",NA,193,193
33171,"Russian","WS",18,"Male",NA,19,19
33172,"Russian","WS",18,"Female",NA,54,54
33173,"Russian","WS",18,"Female",NA,59,59
33174,"Russian","WS",18,"Male",NA,46,46
33175,"Russian","WS",18,"Female",NA,31,31
33176,"Russian","WS",18,"Male",NA,21,21
33177,"Russian","WS",18,"Female",NA,19,19
33178,"Russian","WS",18,"Male",NA,9,9
33179,"Russian","WS",18,"Female",NA,16,16
33180,"Russian","WS",18,"Female",NA,40,40
33181,"Russian","WS",18,"Male",NA,11,11
33182,"Russian","WS",18,"Female",NA,17,17
33183,"Russian","WS",18,"Female",NA,71,71
33184,"Russian","WS",18,"Female",NA,139,139
33185,"Russian","WS",18,"Male",NA,44,44
33186,"Russian","WS",18,"Male",NA,46,46
33187,"Russian","WS",18,"Female",NA,14,14
33188,"Russian","WS",18,"Female",NA,25,25
33189,"Russian","WS",18,"Male",NA,32,32
33190,"Russian","WS",18,"Female",NA,36,36
33191,"Russian","WS",18,"Male",NA,67,67
33192,"Russian","WS",18,"Male",NA,11,11
33193,"Russian","WS",19,"Female",NA,63,63
33194,"Russian","WS",19,"Male",NA,20,20
33195,"Russian","WS",19,"Female",NA,37,37
33196,"Russian","WS",19,"Male",NA,9,9
33197,"Russian","WS",19,"Female",NA,118,118
33198,"Russian","WS",19,"Female",NA,34,34
33199,"Russian","WS",19,"Female",NA,20,20
33200,"Russian","WS",19,"Female",NA,104,104
33201,"Russian","WS",19,"Female",NA,272,272
33202,"Russian","WS",19,"Male",NA,37,37
33203,"Russian","WS",19,"Female",NA,17,17
33204,"Russian","WS",19,"Male",NA,79,79
33205,"Russian","WS",19,"Male",NA,83,83
33206,"Russian","WS",19,"Female",NA,105,105
33207,"Russian","WS",19,"Female",NA,94,94
33208,"Russian","WS",19,"Female",NA,137,137
33209,"Russian","WS",19,"Female",NA,299,299
33210,"Russian","WS",19,"Male",NA,230,230
33211,"Russian","WS",19,"Female",NA,222,222
33212,"Russian","WS",19,"Male",NA,103,103
33213,"Russian","WS",19,"Male",NA,14,14
33214,"Russian","WS",19,"Male",NA,210,210
33215,"Russian","WS",19,"Male",NA,27,27
33216,"Russian","WS",19,"Female",NA,113,113
33217,"Russian","WS",19,"Male",NA,274,274
33218,"Russian","WS",19,"Female",NA,51,51
33219,"Russian","WS",19,"Male",NA,173,173
33220,"Russian","WS",19,"Female",NA,35,35
33221,"Russian","WS",19,"Female",NA,20,20
33222,"Russian","WS",19,"Male",NA,21,21
33223,"Russian","WS",19,"Female",NA,209,209
33224,"Russian","WS",19,"Male",NA,243,243
33225,"Russian","WS",19,"Female",NA,100,100
33226,"Russian","WS",19,"Female",NA,30,30
33227,"Russian","WS",19,"Male",NA,18,18
33228,"Russian","WS",19,"Male",NA,35,35
33229,"Russian","WS",19,"Male",NA,10,10
33230,"Russian","WS",19,"Female",NA,192,192
33231,"Russian","WS",19,"Female",NA,61,61
33232,"Russian","WS",19,"Male",NA,45,45
33233,"Russian","WS",19,"Male",NA,16,16
33234,"Russian","WS",20,"Male",NA,40,40
33235,"Russian","WS",20,"Male",NA,111,111
33236,"Russian","WS",20,"Female",NA,77,77
33237,"Russian","WS",20,"Male",NA,83,83
33238,"Russian","WS",20,"Male",NA,396,396
33239,"Russian","WS",20,"Male",NA,544,544
33240,"Russian","WS",20,"Female",NA,312,312
33241,"Russian","WS",20,"Female",NA,58,58
33242,"Russian","WS",20,"Female",NA,41,41
33243,"Russian","WS",20,"Male",NA,150,150
33244,"Russian","WS",20,"Male",NA,100,100
33245,"Russian","WS",20,"Male",NA,79,79
33246,"Russian","WS",20,"Female",NA,100,100
33247,"Russian","WS",20,"Male",NA,122,122
33248,"Russian","WS",20,"Male",NA,341,341
33249,"Russian","WS",20,"Female",NA,387,387
33250,"Russian","WS",20,"Male",NA,66,66
33251,"Russian","WS",20,"Male",NA,108,108
33252,"Russian","WS",20,"Male",NA,335,335
33253,"Russian","WS",20,"Female",NA,143,143
33254,"Russian","WS",20,"Male",NA,34,34
33255,"Russian","WS",20,"Female",NA,19,19
33256,"Russian","WS",20,"Male",NA,36,36
33257,"Russian","WS",20,"Male",NA,26,26
33258,"Russian","WS",20,"Male",NA,75,75
33259,"Russian","WS",20,"Male",NA,56,56
33260,"Russian","WS",20,"Female",NA,46,46
33261,"Russian","WS",20,"Female",NA,20,20
33262,"Russian","WS",20,"Female",NA,54,54
33263,"Russian","WS",20,"Male",NA,45,45
33264,"Russian","WS",20,"Male",NA,64,64
33265,"Russian","WS",20,"Female",NA,97,97
33266,"Russian","WS",20,"Female",NA,93,93
33267,"Russian","WS",20,"Male",NA,47,47
33268,"Russian","WS",20,"Male",NA,71,71
33269,"Russian","WS",20,"Male",NA,18,18
33270,"Russian","WS",20,"Female",NA,25,25
33271,"Russian","WS",20,"Male",NA,60,60
33272,"Russian","WS",20,"Female",NA,45,45
33273,"Russian","WS",20,"Female",NA,102,102
33274,"Russian","WS",20,"Male",NA,257,257
33275,"Russian","WS",20,"Male",NA,298,298
33276,"Russian","WS",20,"Male",NA,223,223
33277,"Russian","WS",20,"Female",NA,160,160
33278,"Russian","WS",20,"Female",NA,161,161
33279,"Russian","WS",21,"Female",NA,190,190
33280,"Russian","WS",21,"Male",NA,105,105
33281,"Russian","WS",21,"Male",NA,401,401
33282,"Russian","WS",21,"Male",NA,163,163
33283,"Russian","WS",21,"Male",NA,133,133
33284,"Russian","WS",21,"Male",NA,100,100
33285,"Russian","WS",21,"Female",NA,349,349
33286,"Russian","WS",21,"Male",NA,334,334
33287,"Russian","WS",21,"Male",NA,15,15
33288,"Russian","WS",21,"Female",NA,118,118
33289,"Russian","WS",21,"Female",NA,18,18
33290,"Russian","WS",21,"Female",NA,526,526
33291,"Russian","WS",21,"Male",NA,66,66
33292,"Russian","WS",21,"Female",NA,254,254
33293,"Russian","WS",21,"Female",NA,493,493
33294,"Russian","WS",21,"Female",NA,397,397
33295,"Russian","WS",21,"Female",NA,52,52
33296,"Russian","WS",21,"Female",NA,198,198
33297,"Russian","WS",21,"Male",NA,585,585
33298,"Russian","WS",21,"Male",NA,289,289
33299,"Russian","WS",21,"Female",NA,100,100
33300,"Russian","WS",21,"Male",NA,229,229
33301,"Russian","WS",21,"Female",NA,280,280
33302,"Russian","WS",21,"Female",NA,62,62
33303,"Russian","WS",21,"Female",NA,88,88
33304,"Russian","WS",21,"Female",NA,101,101
33305,"Russian","WS",21,"Male",NA,49,49
33306,"Russian","WS",21,"Female",NA,483,483
33307,"Russian","WS",21,"Female",NA,114,114
33308,"Russian","WS",21,"Male",NA,673,673
33309,"Russian","WS",21,"Female",NA,265,265
33310,"Russian","WS",21,"Male",NA,13,13
33311,"Russian","WS",21,"Male",NA,6,6
33312,"Russian","WS",21,"Male",NA,13,13
33313,"Russian","WS",21,"Female",NA,19,19
33314,"Russian","WS",21,"Male",NA,58,58
33315,"Russian","WS",21,"Male",NA,61,61
33316,"Russian","WS",21,"Male",NA,15,15
33317,"Russian","WS",21,"Female",NA,18,18
33318,"Russian","WS",21,"Male",NA,140,140
33319,"Russian","WS",21,"Male",NA,467,467
33320,"Russian","WS",21,"Female",NA,342,342
33321,"Russian","WS",21,"Female",NA,445,445
33322,"Russian","WS",22,"Female",NA,349,349
33323,"Russian","WS",22,"Female",NA,370,370
33324,"Russian","WS",22,"Male",NA,342,342
33325,"Russian","WS",22,"Male",NA,304,304
33326,"Russian","WS",22,"Female",NA,352,352
33327,"Russian","WS",22,"Female",NA,57,57
33328,"Russian","WS",22,"Female",NA,53,53
33329,"Russian","WS",22,"Female",NA,145,145
33330,"Russian","WS",22,"Female",NA,432,432
33331,"Russian","WS",22,"Male",NA,59,59
33332,"Russian","WS",22,"Male",NA,296,296
33333,"Russian","WS",22,"Female",NA,61,61
33334,"Russian","WS",22,"Male",NA,26,26
33335,"Russian","WS",22,"Female",NA,48,48
33336,"Russian","WS",22,"Female",NA,88,88
33337,"Russian","WS",22,"Male",NA,176,176
33338,"Russian","WS",22,"Female",NA,382,382
33339,"Russian","WS",22,"Female",NA,426,426
33340,"Russian","WS",22,"Female",NA,312,312
33341,"Russian","WS",22,"Male",NA,266,266
33342,"Russian","WS",22,"Male",NA,122,122
33343,"Russian","WS",22,"Male",NA,65,65
33344,"Russian","WS",22,"Male",NA,139,139
33345,"Russian","WS",22,"Female",NA,101,101
33346,"Russian","WS",22,"Male",NA,66,66
33347,"Russian","WS",22,"Female",NA,243,243
33348,"Russian","WS",22,"Male",NA,279,279
33349,"Russian","WS",22,"Female",NA,65,65
33350,"Russian","WS",22,"Female",NA,60,60
33351,"Russian","WS",22,"Male",NA,38,38
33352,"Russian","WS",22,"Male",NA,181,181
33353,"Russian","WS",22,"Male",NA,152,152
33354,"Russian","WS",22,"Female",NA,356,356
33355,"Russian","WS",22,"Female",NA,251,251
33356,"Russian","WS",22,"Female",NA,306,306
33357,"Russian","WS",22,"Female",NA,195,195
33358,"Russian","WS",22,"Female",NA,393,393
33359,"Russian","WS",22,"Female",NA,406,406
33360,"Russian","WS",22,"Male",NA,275,275
33361,"Russian","WS",22,"Male",NA,245,245
33362,"Russian","WS",22,"Male",NA,121,121
33363,"Russian","WS",22,"Male",NA,16,16
33364,"Russian","WS",22,"Female",NA,106,106
33365,"Russian","WS",22,"Female",NA,553,553
33366,"Russian","WS",22,"Male",NA,222,222
33367,"Russian","WS",22,"Male",NA,152,152
33368,"Russian","WS",22,"Female",NA,387,387
33369,"Russian","WS",22,"Female",NA,86,86
33370,"Russian","WS",22,"Female",NA,67,67
33371,"Russian","WS",22,"Female",NA,364,364
33372,"Russian","WS",22,"Male",NA,272,272
33373,"Russian","WS",23,"Male",NA,50,50
33374,"Russian","WS",23,"Female",NA,150,150
33375,"Russian","WS",23,"Male",NA,274,274
33376,"Russian","WS",23,"Female",NA,284,284
33377,"Russian","WS",23,"Female",NA,353,353
33378,"Russian","WS",23,"Female",NA,68,68
33379,"Russian","WS",23,"Female",NA,266,266
33380,"Russian","WS",23,"Female",NA,253,253
33381,"Russian","WS",23,"Female",NA,440,440
33382,"Russian","WS",23,"Female",NA,343,343
33383,"Russian","WS",23,"Male",NA,321,321
33384,"Russian","WS",23,"Female",NA,425,425
33385,"Russian","WS",23,"Female",NA,146,146
33386,"Russian","WS",23,"Female",NA,391,391
33387,"Russian","WS",23,"Female",NA,290,290
33388,"Russian","WS",23,"Male",NA,294,294
33389,"Russian","WS",23,"Female",NA,29,29
33390,"Russian","WS",23,"Female",NA,61,61
33391,"Russian","WS",23,"Female",NA,374,374
33392,"Russian","WS",23,"Female",NA,74,74
33393,"Russian","WS",23,"Female",NA,144,144
33394,"Russian","WS",23,"Male",NA,355,355
33395,"Russian","WS",23,"Female",NA,647,647
33396,"Russian","WS",23,"Female",NA,285,285
33397,"Russian","WS",23,"Female",NA,278,278
33398,"Russian","WS",23,"Female",NA,231,231
33399,"Russian","WS",23,"Female",NA,463,463
33400,"Russian","WS",23,"Female",NA,398,398
33401,"Russian","WS",23,"Female",NA,164,164
33402,"Russian","WS",23,"Male",NA,397,397
33403,"Russian","WS",23,"Male",NA,411,411
33404,"Russian","WS",23,"Male",NA,78,78
33405,"Russian","WS",23,"Female",NA,177,177
33406,"Russian","WS",23,"Female",NA,275,275
33407,"Russian","WS",23,"Male",NA,286,286
33408,"Russian","WS",23,"Male",NA,211,211
33409,"Russian","WS",23,"Female",NA,125,125
33410,"Russian","WS",23,"Female",NA,326,326
33411,"Russian","WS",23,"Male",NA,422,422
33412,"Russian","WS",23,"Female",NA,482,482
33413,"Russian","WS",23,"Male",NA,385,385
33414,"Russian","WS",23,"Female",NA,190,190
33415,"Russian","WS",23,"Female",NA,554,554
33416,"Russian","WS",23,"Female",NA,111,111
33417,"Russian","WS",23,"Male",NA,247,247
33418,"Russian","WS",23,"Male",NA,47,47
33419,"Russian","WS",23,"Female",NA,159,159
33420,"Russian","WS",23,"Female",NA,203,203
33421,"Russian","WS",23,"Male",NA,26,26
33422,"Russian","WS",23,"Male",NA,104,104
33423,"Russian","WS",23,"Female",NA,559,559
33424,"Russian","WS",23,"Male",NA,190,190
33425,"Russian","WS",23,"Female",NA,309,309
33426,"Russian","WS",23,"Male",NA,98,98
33427,"Russian","WS",23,"Female",NA,68,68
33428,"Russian","WS",23,"Male",NA,14,14
33429,"Russian","WS",24,"Female",NA,566,566
33430,"Russian","WS",24,"Female",NA,366,366
33431,"Russian","WS",24,"Male",NA,592,592
33432,"Russian","WS",24,"Male",NA,357,357
33433,"Russian","WS",24,"Female",NA,469,469
33434,"Russian","WS",24,"Male",NA,162,162
33435,"Russian","WS",24,"Male",NA,466,466
33436,"Russian","WS",24,"Female",NA,300,300
33437,"Russian","WS",24,"Female",NA,137,137
33438,"Russian","WS",24,"Male",NA,417,417
33439,"Russian","WS",24,"Male",NA,370,370
33440,"Russian","WS",24,"Male",NA,289,289
33441,"Russian","WS",24,"Male",NA,515,515
33442,"Russian","WS",24,"Male",NA,344,344
33443,"Russian","WS",24,"Female",NA,499,499
33444,"Russian","WS",24,"Male",NA,21,21
33445,"Russian","WS",24,"Male",NA,497,497
33446,"Russian","WS",24,"Female",NA,314,314
33447,"Russian","WS",24,"Male",NA,493,493
33448,"Russian","WS",24,"Female",NA,326,326
33449,"Russian","WS",24,"Female",NA,450,450
33450,"Russian","WS",24,"Female",NA,230,230
33451,"Russian","WS",24,"Male",NA,464,464
33452,"Russian","WS",24,"Female",NA,466,466
33453,"Russian","WS",24,"Female",NA,495,495
33454,"Russian","WS",24,"Female",NA,568,568
33455,"Russian","WS",24,"Male",NA,466,466
33456,"Russian","WS",24,"Male",NA,117,117
33457,"Russian","WS",24,"Female",NA,120,120
33458,"Russian","WS",24,"Male",NA,134,134
33459,"Russian","WS",24,"Female",NA,267,267
33460,"Russian","WS",24,"Male",NA,98,98
33461,"Russian","WS",24,"Male",NA,98,98
33462,"Russian","WS",24,"Male",NA,220,220
33463,"Russian","WS",24,"Female",NA,209,209
33464,"Russian","WS",24,"Female",NA,433,433
33465,"Russian","WS",24,"Male",NA,74,74
33466,"Russian","WS",24,"Male",NA,62,62
33467,"Russian","WS",24,"Male",NA,57,57
33468,"Russian","WS",24,"Male",NA,59,59
33469,"Russian","WS",24,"Male",NA,46,46
33470,"Russian","WS",24,"Male",NA,66,66
33471,"Russian","WS",24,"Female",NA,136,136
33472,"Russian","WS",24,"Female",NA,132,132
33473,"Russian","WS",24,"Male",NA,186,186
33474,"Russian","WS",24,"Male",NA,83,83
33475,"Russian","WS",24,"Male",NA,340,340
33476,"Russian","WS",24,"Male",NA,512,512
33477,"Russian","WS",24,"Male",NA,346,346
33478,"Russian","WS",24,"Female",NA,544,544
33479,"Russian","WS",24,"Male",NA,348,348
33480,"Russian","WS",24,"Female",NA,197,197
33481,"Russian","WS",24,"Female",NA,524,524
33482,"Russian","WS",24,"Female",NA,262,262
33483,"Russian","WS",24,"Female",NA,58,58
33484,"Russian","WS",24,"Female",NA,132,132
33485,"Russian","WS",24,"Male",NA,212,212
33486,"Russian","WS",24,"Female",NA,658,658
33487,"Russian","WS",24,"Male",NA,124,124
33488,"Russian","WS",24,"Female",NA,189,189
33489,"Russian","WS",24,"Female",NA,58,58
33490,"Russian","WS",25,"Female",NA,202,202
33491,"Russian","WS",25,"Male",NA,81,81
33492,"Russian","WS",25,"Male",NA,363,363
33493,"Russian","WS",25,"Male",NA,466,466
33494,"Russian","WS",25,"Male",NA,400,400
33495,"Russian","WS",25,"Female",NA,487,487
33496,"Russian","WS",25,"Female",NA,368,368
33497,"Russian","WS",25,"Female",NA,551,551
33498,"Russian","WS",25,"Male",NA,280,280
33499,"Russian","WS",25,"Female",NA,247,247
33500,"Russian","WS",25,"Female",NA,90,90
33501,"Russian","WS",25,"Male",NA,72,72
33502,"Russian","WS",25,"Male",NA,164,164
33503,"Russian","WS",25,"Female",NA,166,166
33504,"Russian","WS",25,"Female",NA,250,250
33505,"Russian","WS",25,"Female",NA,508,508
33506,"Russian","WS",25,"Female",NA,587,587
33507,"Russian","WS",25,"Male",NA,587,587
33508,"Russian","WS",25,"Female",NA,244,244
33509,"Russian","WS",25,"Female",NA,366,366
33510,"Russian","WS",25,"Female",NA,463,463
33511,"Russian","WS",25,"Female",NA,131,131
33512,"Russian","WS",25,"Female",NA,580,580
33513,"Russian","WS",25,"Female",NA,498,498
33514,"Russian","WS",25,"Female",NA,325,325
33515,"Russian","WS",25,"Male",NA,85,85
33516,"Russian","WS",25,"Male",NA,234,234
33517,"Russian","WS",25,"Female",NA,446,446
33518,"Russian","WS",25,"Female",NA,150,150
33519,"Russian","WS",25,"Female",NA,236,236
33520,"Russian","WS",25,"Male",NA,459,459
33521,"Russian","WS",25,"Female",NA,382,382
33522,"Russian","WS",25,"Female",NA,275,275
33523,"Russian","WS",25,"Female",NA,454,454
33524,"Russian","WS",25,"Male",NA,36,36
33525,"Russian","WS",25,"Male",NA,391,391
33526,"Russian","WS",25,"Male",NA,390,390
33527,"Russian","WS",25,"Female",NA,570,570
33528,"Russian","WS",25,"Male",NA,198,198
33529,"Russian","WS",25,"Male",NA,92,92
33530,"Russian","WS",25,"Male",NA,336,336
33531,"Russian","WS",25,"Male",NA,263,263
33532,"Russian","WS",25,"Female",NA,354,354
33533,"Russian","WS",25,"Female",NA,579,579
33534,"Russian","WS",25,"Female",NA,483,483
33535,"Russian","WS",25,"Female",NA,169,169
33536,"Russian","WS",25,"Female",NA,442,442
33537,"Russian","WS",25,"Female",NA,586,586
33538,"Russian","WS",25,"Female",NA,427,427
33539,"Russian","WS",25,"Male",NA,194,194
33540,"Russian","WS",25,"Female",NA,203,203
33541,"Russian","WS",25,"Female",NA,538,538
33542,"Russian","WS",25,"Female",NA,394,394
33543,"Russian","WS",25,"Female",NA,330,330
33544,"Russian","WS",25,"Female",NA,204,204
33545,"Russian","WS",25,"Male",NA,322,322
33546,"Russian","WS",25,"Female",NA,155,155
33547,"Russian","WS",25,"Female",NA,231,231
33548,"Russian","WS",25,"Male",NA,336,336
33549,"Russian","WS",25,"Male",NA,252,252
33550,"Russian","WS",25,"Male",NA,302,302
33551,"Russian","WS",25,"Male",NA,359,359
33552,"Russian","WS",25,"Male",NA,134,134
33553,"Russian","WS",25,"Female",NA,508,508
33554,"Russian","WS",25,"Male",NA,87,87
33555,"Russian","WS",25,"Male",NA,276,276
33556,"Russian","WS",26,"Female",NA,164,164
33557,"Russian","WS",26,"Male",NA,158,158
33558,"Russian","WS",26,"Male",NA,582,582
33559,"Russian","WS",26,"Male",NA,58,58
33560,"Russian","WS",26,"Male",NA,212,212
33561,"Russian","WS",26,"Male",NA,208,208
33562,"Russian","WS",26,"Female",NA,426,426
33563,"Russian","WS",26,"Female",NA,43,43
33564,"Russian","WS",26,"Male",NA,370,370
33565,"Russian","WS",26,"Male",NA,402,402
33566,"Russian","WS",26,"Female",NA,462,462
33567,"Russian","WS",26,"Male",NA,370,370
33568,"Russian","WS",26,"Female",NA,669,669
33569,"Russian","WS",26,"Female",NA,419,419
